日期,距離,光線
2022-11-10 08:50:53,23.829641253161412,178.3097215437226
2022-11-10 08:51:03,24.015001652888543,175.3786028334148
2022-11-10 08:51:13,24.02711873054966,178.3097215437226
2022-11-10 08:51:23,50.66107404334008,176.35564240351732
2022-11-10 08:51:33,9.658100664583287,175.3786028334148
2022-11-10 08:51:43,6.6944109865722785,170.4934049829019
2022-11-10 08:51:53,6.57171269960304,165.60820713238877
2022-11-10 08:52:03,17.004739976121527,177.33268197361986
2022-11-10 08:52:13,13.430116151512491,114.80214948705414
2022-11-10 08:52:23,14.816646269723035,163.6541279921837
2022-11-10 08:52:33,11.824946576321281,158.7689301416708
2022-11-10 08:52:43,20.02970156493393,180.26380068392766
2022-11-10 08:52:53,20.222098793414034,175.3786028334148
2022-11-10 08:53:03,11.2531612313893,134.34294088910593
2022-11-10 08:53:13,9.735437141299258,123.59550561797761
2022-11-10 08:53:23,52.22034975700228,176.35564240351732
2022-11-10 08:53:33,52.791997797435094,183.19491939423548
2022-11-10 08:53:43,52.31416271410592,174.40156326331226
2022-11-10 08:53:53,50.9317002268051,184.17195896433802
2022-11-10 08:54:03,52.545451302950255,180.26380068392766
2022-11-10 08:54:13,52.415990793299564,175.3786028334148
2022-11-10 08:54:23,52.10050052717122,180.26380068392766
2022-11-10 08:54:33,52.836209684215184,178.3097215437226
2022-11-10 08:54:43,11.600849286474386,165.60820713238877
2022-11-10 08:56:39,6.876905165367134,159.74596971177334
2022-11-10 08:56:49,6.706562390845988,149.97557401074735
2022-11-10 08:56:59,3.4746836749618524,94.28431851489982
2022-11-10 08:57:09,4.915363059177139,87.44504152418165
2022-11-10 08:57:19,7.0193409043353086,90.37616023448946
2022-11-10 08:57:29,6.799088124855303,160.72300928187587
2022-11-10 08:57:39,6.788601531536415,163.6541279921837
2022-11-10 08:57:49,6.787331469309378,169.51636541279913
2022-11-10 08:57:59,6.814689292719322,171.47044455300443
2022-11-10 08:58:09,6.677385291114773,170.4934049829019
2022-11-10 08:58:19,6.637344012155381,159.74596971177334
2022-11-10 08:58:29,6.792137109219197,176.35564240351732
2022-11-10 08:58:39,6.677402455884475,174.40156326331226
2022-11-10 08:58:49,6.229602621016056,179.28676111382512
2022-11-10 08:58:59,6.683769927886941,179.28676111382512
